City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
406,mana,5.6592,-53.7767,78.31,87,82,12.28,GF,1675878594
407,shimoda,34.6667,138.95,41.11,63,86,11.68,JP,1675878595
408,kupang,-10.1667,123.5833,77.83,87,100,2.95,ID,1675878595
409,aksay,47.26,39.87,23.25,78,9,15.01,RU,1675878596
410,bahia honda,22.9036,-83.1592,82.63,55,1,13.44,CU,1675878596
411,si bun ruang,16.9667,102.2833,81.09,52,20,3.29,TH,1675878596
412,dawlatabad,36.4141,64.9053,51.04,87,85,1.54,AF,1675878597
413,tongliao,43.6125,122.2653,16.97,57,4,3.42,CN,1675878597
414,susaki,33.3667,133.2833,41.68,76,90,6.87,JP,1675878597
415,berlevag,70.8578,29.0864,37.4,65,0,46.04,NO,1675878539
416,talnakh,69.4865,88.3972,-9.8,96,100,9.06,RU,1675878598
417,pacific grove,36.6177,-121.9166,61.41,60,0,13.0,US,1675878487
418,roma,43.2128,-75.4557,41.95,65,100,13.8,US,1675878598
419,richards bay,-28.783,32.0377,74.19,93,97,10.0,ZA,1675878599
420,sao joao batista,-27.2761,-48.8494,91.51,70,12,6.31,BR,1675878599
421,terney,45.0503,136.6092,7.72,69,11,7.85,RU,1675878600
422,tomatlan,19.9333,-105.25,83.71,46,1,6.46,MX,1675878600
423,saquarema,-22.92,-42.5103,84.34,85,82,7.2,BR,1675878600
424,itaquyry,-24.9333,-55.2167,98.15,22,35,4.09,PY,1675878601
425,carballo,43.213,-8.691,56.62,86,0,3.29,ES,1675878601
426,astana,51.1801,71.446,-7.65,84,75,8.95,KZ,1675878451
427,angoche,-16.2325,39.9086,75.78,93,100,10.87,MZ,1675878603
428,cumberland,35.0502,-78.8664,72.1,42,0,6.91,US,1675878604
429,yabelo,4.8833,38.0833,69.89,24,7,16.31,ET,1675878604
430,lebu,-37.6167,-73.65,66.25,72,1,12.44,CL,1675878605
431,columbus,39.9612,-82.9988,46.87,69,100,5.75,US,1675878485
432,novyy urgal,51.0736,132.5642,-35.72,99,51,1.48,RU,1675878597
433,karratha,-20.7377,116.8463,86.0,65,34,4.41,AU,1675878607
434,andenes,69.3143,16.1194,40.98,81,75,39.12,NO,1675878608
435,natal,-5.795,-35.2094,88.45,54,20,18.41,BR,1675878596
436,williamsburg,37.2707,-76.7075,68.0,48,20,5.75,US,1675878609
437,zharkent,44.1628,80.0,24.03,76,100,3.65,KZ,1675878611
438,antalaha,-14.9003,50.2788,75.49,91,92,6.71,MG,1675878611
439,codrington,-38.2667,141.9667,53.49,87,58,6.06,AU,1675878612
440,mahendranagar,28.9167,80.3333,58.39,59,0,3.71,NP,1675878614
441,wiang sa,8.6359,99.3666,73.71,93,34,2.01,TH,1675878615
442,rundu,-17.9333,19.7667,74.88,68,93,5.03,NA,1675878617
443,grindavik,63.8424,-22.4338,24.75,93,75,37.98,IS,1675878583
444,portland,45.5234,-122.6762,46.87,90,40,5.99,US,1675878618
445,tombouctou,20.0,-3.0,78.71,14,45,10.76,ML,1675878618
446,doume,4.2333,13.45,79.47,19,13,2.42,CM,1675878619
447,whitianga,-36.8333,175.7,61.7,72,8,8.48,NZ,1675878619
448,hualmay,-11.0964,-77.6139,78.51,70,42,10.94,PE,1675878620
449,longyan,25.1072,117.0225,60.49,95,100,2.48,CN,1675878598
450,palafrugell,41.9174,3.1631,45.43,95,80,8.99,ES,1675878476
451,sinazongwe,-17.2614,27.4618,78.26,76,3,6.06,ZM,1675878622
452,wagar,16.1525,36.2032,69.8,54,57,20.33,SD,1675878622
453,union,40.6334,-74.2663,53.51,49,20,11.5,US,1675878624
454,kuryk,43.2,51.65,36.59,57,100,19.15,KZ,1675878625
455,marawi,7.9986,124.2928,66.4,96,100,0.22,PH,1675878625
456,cartersville,34.1651,-84.7999,69.84,60,75,3.44,US,1675878626
457,tura,25.5198,90.2201,61.88,52,22,3.67,IN,1675878626
458,dicabisagan,17.0818,122.4157,73.85,84,97,0.87,PH,1675878627
459,nueva loja,0.0847,-76.8828,77.02,88,100,3.44,EC,1675878628
460,harper,4.375,-7.7169,81.64,76,94,5.41,LR,1675878629
461,muskegon,43.3,-86.1334,43.14,66,75,10.36,US,1675878541
462,eyl,7.9803,49.8164,75.52,81,48,13.42,SO,1675878629
463,kidal,18.4411,1.4078,84.78,10,37,4.79,ML,1675878630
464,marsh harbour,26.5412,-77.0636,73.89,59,34,14.41,BS,1675878630
465,kismayo,-0.3582,42.5454,77.14,84,3,15.61,SO,1675878631
466,akdepe,42.0551,59.3788,32.09,64,91,18.1,TM,1675878631
467,ciudad bolivar,8.1222,-63.5497,89.89,42,74,9.31,VE,1675878632
468,toamasina,-18.1667,49.3833,77.0,94,75,4.61,MG,1675878632
469,paredon,16.0333,-93.8667,86.7,43,0,9.08,MX,1675878633
470,archidona,37.0965,-4.3887,49.41,84,92,5.17,ES,1675878634
471,butoiesti,44.5833,23.3667,30.04,84,71,3.98,RO,1675878634
472,aykhal,66.0,111.5,-39.77,100,66,5.14,RU,1675878364
473,aldan,58.6031,125.3894,-15.79,97,100,4.34,RU,1675878636
474,axim,4.8699,-2.2405,81.39,75,100,6.11,GH,1675878636
475,madina,5.6823,-0.1641,84.16,74,0,10.36,GH,1675878637
476,stornoway,58.2093,-6.3865,39.16,86,75,20.71,GB,1675878637
477,lagoa,39.05,-27.9833,56.53,58,95,13.6,PT,1675878638
478,dryden,49.7833,-92.7503,26.89,80,75,6.91,CA,1675878538
479,hangha,7.9411,-11.14,84.25,56,81,7.61,SL,1675878638
480,shelburne,44.0787,-80.2041,39.65,77,31,8.57,CA,1675878576
481,weligama,5.9667,80.4167,75.38,85,94,5.53,LK,1675878639
482,dunedin,-45.8742,170.5036,48.7,66,26,16.53,NZ,1675878470
483,jumla,29.2747,82.1838,37.0,58,0,2.59,NP,1675878639
484,srednekolymsk,67.45,153.6833,-26.64,97,100,6.15,RU,1675878640
485,staroaleyskoye,51.0061,82.0,-7.02,100,99,1.3,RU,1675878640
486,baghdad,33.3406,44.4009,51.71,58,75,21.85,IQ,1675878641
487,chepareria,1.3077,35.2039,65.3,43,81,5.53,KE,1675878641
488,sinegorye,62.0788,150.477,-35.34,97,92,1.81,RU,1675878641
489,piacabucu,-10.4056,-36.4344,83.37,54,74,10.69,BR,1675878642
490,lalmohan,22.3384,90.7419,70.45,85,5,7.83,BD,1675878642
491,hambantota,6.1241,81.1185,76.28,80,95,13.51,LK,1675878642
492,khorixas,-20.3667,14.9667,76.51,46,85,18.37,NA,1675878643
493,lethem,3.3803,-59.7968,94.6,38,54,10.31,GY,1675878643
494,watertown,42.3709,-71.1828,47.41,51,75,17.27,US,1675878644
495,west wendover,40.7391,-114.0733,29.41,86,0,0.0,US,1675878360
496,nemuro,43.3236,145.575,20.57,82,82,6.67,JP,1675878644
497,bosobolo,4.1833,19.9,84.51,17,7,2.13,CD,1675878645
498,lazurne,46.084,32.5295,29.43,68,6,23.47,UA,1675878645
499,vytegra,61.0064,36.4481,27.01,98,96,4.72,RU,1675878645
500,bonanza,14.0289,-84.591,82.47,55,37,5.64,NI,1675878646
501,mpika,-11.8343,31.4529,59.54,96,90,3.83,ZM,1675878646
502,svetlogorsk,52.6333,29.7333,16.47,94,58,4.83,BY,1675878646
503,taoudenni,22.6783,-3.9836,75.51,12,84,8.55,ML,1675878647
504,ahipara,-35.1667,173.1667,61.72,84,2,6.69,NZ,1675878647
505,vredendal,-31.6683,18.5012,77.07,51,0,16.91,ZA,1675878647
506,ust-maya,60.4167,134.5333,-40.0,100,100,0.89,RU,1675878648
507,ovalle,-30.5983,-71.2003,87.58,38,0,10.22,CL,1675878648
508,charlestown,-32.95,151.6667,73.11,82,29,1.99,AU,1675878648
509,santa rosalia,27.3167,-112.2833,63.19,33,0,9.15,MX,1675878649
510,bukoba,-1.3317,31.8122,73.38,73,20,0.0,TZ,1675878650
511,saint-francois,46.4154,3.9054,34.97,74,0,2.3,FR,1675878650
512,uarini,-2.99,-65.1083,82.15,78,82,3.36,BR,1675878650
513,sangrur,30.2333,75.8333,54.37,43,53,6.04,IN,1675878651
514,ketchikan,55.3422,-131.6461,37.38,93,75,4.61,US,1675878652
515,thinadhoo,0.5333,72.9333,81.57,72,41,8.59,MV,1675878652
516,opuwo,-18.0607,13.84,78.22,30,90,15.03,NA,1675878580
517,lubumbashi,-11.6609,27.4794,62.42,97,74,4.61,CD,1675878653
518,dzerzhinsk,56.2389,43.4631,24.62,79,100,8.95,RU,1675878653
519,den helder,52.9599,4.7593,39.18,68,100,5.99,NL,1675878654
520,muncar,-8.4333,114.3333,75.42,93,77,3.85,ID,1675878654
521,baindur,13.8667,74.6333,76.24,68,67,3.04,IN,1675878654
522,diego de almagro,-26.3667,-70.05,86.85,21,6,14.83,CL,1675878523
523,riyadh,24.6877,46.7219,62.74,32,33,8.52,SA,1675878491
524,fairbanks,64.8378,-147.7164,1.6,84,100,0.0,US,1675878371
525,arti,56.4234,58.5328,10.87,95,100,10.16,RU,1675878655
526,kurilsk,45.2333,147.8833,22.53,57,100,11.72,RU,1675878656
527,nichinan,31.6,131.3667,50.02,72,94,10.89,JP,1675878656
528,maldonado,-34.6667,-54.9167,85.39,32,99,12.88,UY,1675878656
529,laplace,30.0666,-90.4801,78.98,77,100,16.11,US,1675878657
530,pemberton,50.3164,-122.8027,33.49,92,76,0.51,CA,1675878657
531,bima,-8.4667,118.7167,76.55,94,98,3.06,ID,1675878658
532,baiyin,36.5583,104.2081,18.95,89,16,3.89,CN,1675878658
533,port keats,-14.25,129.55,83.75,82,85,12.37,AU,1675878658
534,tazmalt,36.3868,4.3989,48.74,89,92,5.55,DZ,1675878659
535,seoul,37.5683,126.9778,27.97,66,0,3.44,KR,1675878514
536,carnduff,49.1667,-101.8009,36.37,89,100,7.78,CA,1675878659
537,haapiti,-17.5667,-149.8667,80.33,62,21,4.38,PF,1675878660
538,aleksandrov gay,50.147,48.5704,7.54,88,8,6.44,RU,1675878660
539,mackay,-21.15,149.2,77.68,82,100,25.59,AU,1675878660
540,havre-saint-pierre,50.2334,-63.5986,26.6,86,100,8.05,CA,1675878661
541,balsas,-7.5325,-46.0356,85.86,58,76,3.53,BR,1675878661
542,karaton,-6.3424,106.1045,74.1,93,100,5.79,ID,1675878662
543,labuhan,-6.8844,112.2051,77.95,87,97,9.8,ID,1675878662
544,horasan,40.0458,42.1728,12.13,93,100,0.81,TR,1675878662
545,krasnoselkup,65.7,82.4667,-6.56,96,100,12.33,RU,1675878663
546,bathsheba,13.2167,-59.5167,84.81,61,20,20.71,BB,1675878664
547,biltine,14.5333,20.9167,77.14,7,76,15.01,TD,1675878665
548,cloquet,46.7216,-92.4594,36.86,72,0,8.05,US,1675878665
549,haines junction,60.7522,-137.5108,-0.45,85,97,4.61,CA,1675878666
550,corn island,12.1694,-83.0418,79.34,79,3,20.8,NI,1675878667
551,zyryanovsk,49.7386,84.2719,10.49,98,100,1.39,KZ,1675878667
552,rawson,-43.3002,-65.1023,86.95,25,53,12.57,AR,1675878668
553,petropavl,54.8753,69.1628,-17.3,100,73,4.99,KZ,1675878669
